commander_name,recommended_creature_name,synergy_percentage
Inga and Esika,"Jolrael, Mwonvuli Recluse",0.31
Inga and Esika,Farhaven Elf,0.27
Inga and Esika,End-Raze Forerunners,0.27
Inga and Esika,Mulldrifter,0.24
Inga and Esika,Fierce Empath,0.27
Inga and Esika,Primordial Sage,0.3
Inga and Esika,Craterhoof Behemoth,0.2
Inga and Esika,"Koma, World-Eater",0.14
Inga and Esika,Augur of Autumn,0.22
Inga and Esika,Hydroid Krasis,0.19
Inga and Esika,"Kona, Rescue Beastie",0.25
Inga and Esika,Ilysian Caryatid,0.21
Inga and Esika,Crashing Drawbridge,0.23
Inga and Esika,Gyre Engineer,0.21
Inga and Esika,"Kogla, the Titan Ape",0.2
Inga and Esika,Fanatic of Rhonas,0.17
Inga and Esika,"Arixmethes, Slumbering Isle",0.1
Inga and Esika,Nyxbloom Ancient,0.15
Inga and Esika,Acidic Slime,0.14
Inga and Esika,Wolfbriar Elemental,0.19
Inga and Esika,Fear of Impostors,0.18
Inga and Esika,High Fae Trickster,0.16
Inga and Esika,Topiary Stomper,0.15
Inga and Esika,"Momir Vig, Simic Visionary",0.15
Inga and Esika,Aether Channeler,0.15
Inga and Esika,"Saryth, the Viper's Fang",0.14
Inga and Esika,The Goose Mother,0.13
Inga and Esika,Springbloom Druid,0.11
Inga and Esika,Verdant Force,0.14
Inga and Esika,Mischievous Mystic,0.14
Inga and Esika,"Toski, Bearer of Secrets",0.11
Inga and Esika,"Goreclaw, Terror of Qal Sisma",0.1
"Leori, Sparktouched Hunter",Flux Channeler,0.66
"Leori, Sparktouched Hunter",Deepglow Skate,0.65
"Leori, Sparktouched Hunter",Onakke Oathkeeper,0.63
"Leori, Sparktouched Hunter",Spark Double,0.57
"Leori, Sparktouched Hunter","Lae'zel, Vlaakith's Champion",0.57
"Leori, Sparktouched Hunter",Jaya's Phoenix,0.56
"Leori, Sparktouched Hunter",Thrummingbird,0.51
"Leori, Sparktouched Hunter",Grateful Apparition,0.46
"Leori, Sparktouched Hunter",Silent Arbiter,0.43
"Leori, Sparktouched Hunter",Dreamtide Whale,0.38
"Leori, Sparktouched Hunter","Pramikon, Sky Rampart",0.32
"Leori, Sparktouched Hunter",Gold-Forged Thopteryx,0.33
"Leori, Sparktouched Hunter","Mangara, the Diplomat",0.23
"Leori, Sparktouched Hunter",Fog Bank,0.18
"Leori, Sparktouched Hunter",The Peregrine Dynamo,0.2
"Leori, Sparktouched Hunter","Djeru, With Eyes Open",0.2
"Leori, Sparktouched Hunter",Sparkshaper Visionary,0.18
"Leori, Sparktouched Hunter","Kazuul, Tyrant of the Cliffs",0.16
"Leori, Sparktouched Hunter","Tekuthal, Inquiry Dominus",0.16
"Leori, Sparktouched Hunter",Arena Rector,0.16
"Leori, Sparktouched Hunter","Narset, Enlightened Master",0.12
"Leori, Sparktouched Hunter",Chandra's Embercat,0.15
"Leori, Sparktouched Hunter",Norn's Choirmaster,0.13
"Leori, Sparktouched Hunter","Baird, Steward of Argive",0.11
"Leori, Sparktouched Hunter",Wall of Denial,0.1
"Leori, Sparktouched Hunter",Chandra's Incinerator,0.12
"Leori, Sparktouched Hunter",Archon of Absolution,0.1
Svyelun of Sea and Sky,Master of the Pearl Trident,0.9
Svyelun of Sea and Sky,Merfolk Sovereign,0.9
Svyelun of Sea and Sky,Merrow Reejerey,0.9
Svyelun of Sea and Sky,"Kopala, Warden of Waves",0.86
Svyelun of Sea and Sky,Seafloor Oracle,0.85
Svyelun of Sea and Sky,Emperor Mihail II,0.84
Svyelun of Sea and Sky,Stonybrook Banneret,0.82
Svyelun of Sea and Sky,Vodalian Hexcatcher,0.81
Svyelun of Sea and Sky,Lord of Atlantis,0.77
Svyelun of Sea and Sky,Thieving Skydiver,0.64
Svyelun of Sea and Sky,Merrow Harbinger,0.66
Svyelun of Sea and Sky,Tide Shaper,0.65
Svyelun of Sea and Sky,Merfolk Trickster,0.63
Svyelun of Sea and Sky,Lullmage Mentor,0.62
Svyelun of Sea and Sky,Harbinger of the Tides,0.6
Svyelun of Sea and Sky,Harbinger of the Seas,0.49
Svyelun of Sea and Sky,Deepchannel Mentor,0.53
Svyelun of Sea and Sky,Mist Dancer,0.53
Svyelun of Sea and Sky,Silvergill Adept,0.51
Svyelun of Sea and Sky,Tishana's Tidebinder,0.43
Svyelun of Sea and Sky,"Thada Adel, Acquisitor",0.45
Svyelun of Sea and Sky,True-Name Nemesis,0.45
Svyelun of Sea and Sky,Tempest Caller,0.45
Svyelun of Sea and Sky,Mist-Cloaked Herald,0.42
Svyelun of Sea and Sky,Triton Shorestalker,0.42
Svyelun of Sea and Sky,Seahunter,0.43
Svyelun of Sea and Sky,Wanderwine Prophets,0.42
Svyelun of Sea and Sky,Rishadan Dockhand,0.41
Svyelun of Sea and Sky,Master of Waves,0.37
Svyelun of Sea and Sky,River Sneak,0.4
Svyelun of Sea and Sky,Cursecatcher,0.37
Svyelun of Sea and Sky,Streambed Aquitects,0.36
Svyelun of Sea and Sky,Wake Thrasher,0.33
Svyelun of Sea and Sky,Cosi's Trickster,0.32
Svyelun of Sea and Sky,"Thassa, God of the Sea",0.25
Svyelun of Sea and Sky,Mindspring Merfolk,0.27
Svyelun of Sea and Sky,Tidal Warrior,0.26
Svyelun of Sea and Sky,"Kiora, the Rising Tide",0.22
Svyelun of Sea and Sky,Stormtide Leviathan,0.19
Svyelun of Sea and Sky,Empress Galina,0.25
Svyelun of Sea and Sky,Merfolk Looter,0.23
Svyelun of Sea and Sky,Floodpits Drowner,0.24
Svyelun of Sea and Sky,Mistcaller,0.24
Svyelun of Sea and Sky,"Talrand, Sky Summoner",0.11
Svyelun of Sea and Sky,Gray Harbor Merfolk,0.21
Svyelun of Sea and Sky,Sea Scryer,0.19
Svyelun of Sea and Sky,"Alandra, Sky Dreamer",0.13
Svyelun of Sea and Sky,Surgespanner,0.19
Svyelun of Sea and Sky,"Slinn Voda, the Rising Deep",0.17
Svyelun of Sea and Sky,Library Larcenist,0.16
Svyelun of Sea and Sky,Metallic Mimic,0.15
Svyelun of Sea and Sky,Roaming Throne,0.1
Svyelun of Sea and Sky,Tidal Courier,0.15
Svyelun of Sea and Sky,Tideshaper Mystic,0.14
Svyelun of Sea and Sky,Titan of Littjara,0.12
Svyelun of Sea and Sky,Merfolk Windrobber,0.12
Svyelun of Sea and Sky,Reef Shaman,0.12
Svyelun of Sea and Sky,Adaptive Automaton,0.11
Svyelun of Sea and Sky,Merfolk Wayfinder,0.12
Svyelun of Sea and Sky,Sigil Tracer,0.11
"Kitt Kanto, Mayhem Diva",Rumor Gatherer,0.55
"Kitt Kanto, Mayhem Diva","Emmara, Soul of the Accord",0.54
"Kitt Kanto, Mayhem Diva",Boss's Chauffeur,0.5
"Kitt Kanto, Mayhem Diva",Arasta of the Endless Web,0.49
"Kitt Kanto, Mayhem Diva",Champion of Lambholt,0.44
"Kitt Kanto, Mayhem Diva",Scute Swarm,0.44
"Kitt Kanto, Mayhem Diva",Sakura-Tribe Elder,0.42
"Kitt Kanto, Mayhem Diva",Seedborn Muse,0.19
"Kitt Kanto, Mayhem Diva","Phabine, Boss's Confidant",0.48
"Kitt Kanto, Mayhem Diva","Gahiji, Honored One",0.48
"Kitt Kanto, Mayhem Diva",Master of Ceremonies,0.46
"Kitt Kanto, Mayhem Diva","Jetmir, Nexus of Revels",0.3
"Kitt Kanto, Mayhem Diva",Drumbellower,0.41
"Kitt Kanto, Mayhem Diva",Life of the Party,0.42
"Kitt Kanto, Mayhem Diva",Rose Room Treasurer,0.41
"Kitt Kanto, Mayhem Diva","Bess, Soul Nourisher",0.39
"Kitt Kanto, Mayhem Diva",Thunderfoot Baloth,0.37
"Kitt Kanto, Mayhem Diva",Wood Elves,0.31
"Kitt Kanto, Mayhem Diva","Kazuul, Tyrant of the Cliffs",0.34
"Kitt Kanto, Mayhem Diva",Leafkin Druid,0.33
"Kitt Kanto, Mayhem Diva","Selvala, Explorer Returned",0.31
"Kitt Kanto, Mayhem Diva",Agitator Ant,0.3
"Kitt Kanto, Mayhem Diva","Wylie Duke, Atiin Hero",0.28
"Kitt Kanto, Mayhem Diva",Welcoming Vampire,0.25
"Kitt Kanto, Mayhem Diva","Marisi, Breaker of the Coil",0.22
"Kitt Kanto, Mayhem Diva",Queen Allenal of Ruadach,0.22
"Kitt Kanto, Mayhem Diva","Jinnie Fay, Jetmir's Second",0.17
"Kitt Kanto, Mayhem Diva",Orzhov Advokist,0.24
"Kitt Kanto, Mayhem Diva",Wildfire Awakener,0.22
"Kitt Kanto, Mayhem Diva",Gala Greeters,0.17
"Kitt Kanto, Mayhem Diva","Baylen, the Haymaker",0.16
"Kitt Kanto, Mayhem Diva",Mentor of the Meek,0.15
"Kitt Kanto, Mayhem Diva","Bennie Bracks, Zoologist",0.14
"Kitt Kanto, Mayhem Diva",Tendershoot Dryad,0.15
"Kitt Kanto, Mayhem Diva","Nelly Borca, Impulsive Accuser",0.17
"Kitt Kanto, Mayhem Diva",Enduring Vitality,0.11
"Kitt Kanto, Mayhem Diva",Stonybrook Schoolmaster,0.17
"Kitt Kanto, Mayhem Diva","Zurzoth, Chaos Rider",0.17
"Kitt Kanto, Mayhem Diva","Magda, the Hoardmaster",0.17
"Kitt Kanto, Mayhem Diva",Sizzling Soloist,0.16
"Kitt Kanto, Mayhem Diva",Vengeful Ancestor,0.15
"Kitt Kanto, Mayhem Diva",Loyal Apprentice,0.14
"Kitt Kanto, Mayhem Diva",Witty Roastmaster,0.12
"Kitt Kanto, Mayhem Diva","Adeline, Resplendent Cathar",0.11
"Kitt Kanto, Mayhem Diva",Freestrider Lookout,0.15
"Kitt Kanto, Mayhem Diva",Enduring Innocence,0.1
"Kitt Kanto, Mayhem Diva","Kona, Rescue Beastie",0.11
"Kitt Kanto, Mayhem Diva",Magus of the Wheel,0.13
"Kitt Kanto, Mayhem Diva",Hardbristle Bandit,0.12
"Kitt Kanto, Mayhem Diva",Bothersome Quasit,0.1
The Reality Chip,Etherium Sculptor,0.56
The Reality Chip,Foundry Inspector,0.55
The Reality Chip,Artificer's Assistant,0.46
The Reality Chip,Jhoira's Familiar,0.43
The Reality Chip,"Emry, Lurker of the Loch",0.41
The Reality Chip,Trinket Mage,0.4
The Reality Chip,Ornithopter,0.39
The Reality Chip,"Sai, Master Thopterist",0.33
The Reality Chip,Silver Myr,0.33
The Reality Chip,Ornithopter of Paradise,0.31
The Reality Chip,Thassa's Oracle,0.17
The Reality Chip,"Urza, Lord High Artificer",0.22
The Reality Chip,Thought Monitor,0.28
The Reality Chip,Riddlesmith,0.32
The Reality Chip,Spellskite,0.24
The Reality Chip,Shimmer Myr,0.28
The Reality Chip,Tribute Mage,0.24
The Reality Chip,Memnite,0.28
The Reality Chip,Laboratory Maniac,0.15
The Reality Chip,Myr Retriever,0.24
The Reality Chip,Forensic Gadgeteer,0.17
The Reality Chip,Millikin,0.24
The Reality Chip,"Padeem, Consul of Innovation",0.15
The Reality Chip,Trophy Mage,0.18
The Reality Chip,Kappa Cannoneer,0.18
The Reality Chip,Phyrexian Walker,0.22
The Reality Chip,Scrap Trawler,0.19
The Reality Chip,Vedalken Archmage,0.17
The Reality Chip,Master of Etherium,0.17
The Reality Chip,"Liberator, Urza's Battlethopter",0.13
The Reality Chip,Cyberdrive Awakener,0.14
The Reality Chip,Steel Overseer,0.13
The Reality Chip,Palladium Myr,0.12
The Reality Chip,Vedalken Engineer,0.14
The Reality Chip,Silver Raven,0.13
The Reality Chip,Shield Sphere,0.12
The Reality Chip,Chief of the Foundry,0.11
The Reality Chip,"Fblthp, the Lost",0.12
The Reality Chip,Stonecoil Serpent,0.11
The Reality Chip,Glaring Fleshraker,0.11
Acererak the Archlich,Diregraf Colossus,0.55
Acererak the Archlich,Defiler of Flesh,0.54
Acererak the Archlich,"Ayara, First of Locthwain",0.49
Acererak the Archlich,Crypt Ghast,0.16
Acererak the Archlich,"K'rrik, Son of Yawgmoth",0.46
Acererak the Archlich,Undead Warchief,0.46
Acererak the Archlich,Cabal Paladin,0.43
Acererak the Archlich,Champion of the Perished,0.36
Acererak the Archlich,Jhoira's Familiar,0.38
Acererak the Archlich,Gravecrawler,0.27
Acererak the Archlich,Noxious Ghoul,0.35
Acererak the Archlich,Diamond Mare,0.33
Acererak the Archlich,Grim Servant,0.25
Acererak the Archlich,Accursed Marauder,0.11
Acererak the Archlich,Ravenloft Adventurer,0.26
Acererak the Archlich,Death Baron,0.21
Acererak the Archlich,Magus of the Coffers,0.15
Acererak the Archlich,Roaming Throne,0.19
Acererak the Archlich,Lord of the Accursed,0.17
Acererak the Archlich,Undead Augur,0.16
Acererak the Archlich,"Endrek Sahr, Master Breeder",0.15
Acererak the Archlich,Cemetery Reaper,0.14
Acererak the Archlich,Zombie Ogre,0.18
Acererak the Archlich,"Zul Ashur, Lich Lord",0.15
Acererak the Archlich,Grave Titan,0.1
Acererak the Archlich,Headless Rider,0.13
Acererak the Archlich,Dungeon Crawler,0.15
Acererak the Archlich,Yuan-Ti Fang-Blade,0.14
Acererak the Archlich,"Ebondeath, Dracolich",0.12
Acererak the Archlich,"Safana, Calimport Cutthroat",0.13
Acererak the Archlich,Passageway Seer,0.12
Acererak the Archlich,Orc Sureshot,0.12
Acererak the Archlich,Tomb Tyrant,0.1
Acererak the Archlich,Death-Priest of Myrkul,0.1
Acererak the Archlich,Vicious Battlerager,0.1
Acererak the Archlich,Clattering Skeletons,0.1
"Hallar, the Firefletcher",Murasa Sproutling,0.78
"Hallar, the Firefletcher",Elfhame Druid,0.75
"Hallar, the Firefletcher",Sprouting Goblin,0.71
"Hallar, the Firefletcher",Mold Shambler,0.68
"Hallar, the Firefletcher",Forgotten Ancient,0.62
"Hallar, the Firefletcher",Flametongue Yearling,0.64
"Hallar, the Firefletcher",Goblin Anarchomancer,0.14
"Hallar, the Firefletcher",Vine Gecko,0.63
"Hallar, the Firefletcher",Yavimaya Iconoclast,0.58
"Hallar, the Firefletcher",Wolfbriar Elemental,0.58
"Hallar, the Firefletcher",Goblin Bushwhacker,0.54
"Hallar, the Firefletcher",Kami of Whispered Hopes,0.42
"Hallar, the Firefletcher",Gnarlid Colony,0.52
"Hallar, the Firefletcher",Citanul Woodreaders,0.52
"Hallar, the Firefletcher","Halana and Alena, Partners",0.38
"Hallar, the Firefletcher",Skitter of Lizards,0.49
"Hallar, the Firefletcher",Ghitu Chronicler,0.48
"Hallar, the Firefletcher",Goblin Ruinblaster,0.48
"Hallar, the Firefletcher",Llanowar Elves,0.11
"Hallar, the Firefletcher",Verduran Emissary,0.44
"Hallar, the Firefletcher",Untamed Kavu,0.43
"Hallar, the Firefletcher","Rishkar, Peema Renegade",0.28
"Hallar, the Firefletcher",Evolution Sage,0.29
"Hallar, the Firefletcher",Joraga Warcaller,0.29
"Hallar, the Firefletcher",Viashino Branchrider,0.28
"Hallar, the Firefletcher",Verix Bladewing,0.26
"Hallar, the Firefletcher",Gnarlid Pack,0.24
"Hallar, the Firefletcher",Territorial Allosaurus,0.23
"Hallar, the Firefletcher",Thundering Mightmare,0.22
"Hallar, the Firefletcher",Shatterskull Charger,0.22
"Hallar, the Firefletcher",Myriad Construct,0.22
"Hallar, the Firefletcher",Incubation Druid,0.16
"Hallar, the Firefletcher",Deathforge Shaman,0.21
"Hallar, the Firefletcher",Skizzik,0.21
"Hallar, the Firefletcher",Slippery Bogbonder,0.2
"Hallar, the Firefletcher","Grunn, the Lonely King",0.16
"Hallar, the Firefletcher",Zhur-Taa Druid,0.12
"Hallar, the Firefletcher",Keldon Overseer,0.17
"Hallar, the Firefletcher",Emblazoned Golem,0.16
"Hallar, the Firefletcher",Oran-Rief Recluse,0.15
"Hallar, the Firefletcher",Kavu Primarch,0.14
"Hallar, the Firefletcher",Thicket Elemental,0.13
"Hallar, the Firefletcher",Ivy Lane Denizen,0.11
"Hallar, the Firefletcher",Ornery Tumblewagg,0.1
"Hallar, the Firefletcher",Kavu Titan,0.1
"Hallar, the Firefletcher",Baloth Gorger,0.1
"Hallar, the Firefletcher",Krosan Druid,0.1
"Hallar, the Firefletcher",Cragplate Baloth,0.1
"Rith, Liberated Primeval","Atarka, World Render",0.67
"Rith, Liberated Primeval",Scourge of Valkas,0.62
"Rith, Liberated Primeval",Dragonspeaker Shaman,0.6
"Rith, Liberated Primeval",Wrathful Red Dragon,0.59
"Rith, Liberated Primeval","Lathliss, Dragon Queen",0.58
"Rith, Liberated Primeval","Ganax, Astral Hunter",0.57
"Rith, Liberated Primeval",Dragonlord's Servant,0.57
"Rith, Liberated Primeval","Drakuseth, Maw of Flames",0.57
"Rith, Liberated Primeval",Thrakkus the Butcher,0.55
"Rith, Liberated Primeval",Savage Ventmaw,0.49
"Rith, Liberated Primeval",Scaled Nurturer,0.47
"Rith, Liberated Primeval",Terror of the Peaks,0.43
"Rith, Liberated Primeval","Dromoka, the Eternal",0.46
"Rith, Liberated Primeval",Dragonlord Dromoka,0.44
"Rith, Liberated Primeval",Utvara Hellkite,0.44
"Rith, Liberated Primeval",Sunscorch Regent,0.42
"Rith, Liberated Primeval",Dragonmaster Outcast,0.4
"Rith, Liberated Primeval",Earthquake Dragon,0.39
"Rith, Liberated Primeval",Tyrant's Familiar,0.38
"Rith, Liberated Primeval",Twinflame Tyrant,0.38
"Rith, Liberated Primeval",Dragonborn Champion,0.37
"Rith, Liberated Primeval",Goblin Anarchomancer,0.32
"Rith, Liberated Primeval",Goldspan Dragon,0.34
"Rith, Liberated Primeval",Thunderbreak Regent,0.34
"Rith, Liberated Primeval",Scalelord Reckoner,0.33
"Rith, Liberated Primeval",Old Gnawbone,0.3
"Rith, Liberated Primeval",Balefire Dragon,0.3
"Rith, Liberated Primeval",Ancient Gold Dragon,0.27
"Rith, Liberated Primeval",Roaming Throne,0.12
"Rith, Liberated Primeval",Draconic Muralists,0.23
"Rith, Liberated Primeval",Guardian Scalelord,0.2
"Rith, Liberated Primeval","Klauth, Unrivaled Ancient",0.21
"Rith, Liberated Primeval","Ryusei, the Falling Star",0.21
"Rith, Liberated Primeval",Ancient Copper Dragon,0.2
"Rith, Liberated Primeval",Foe-Razer Regent,0.2
"Rith, Liberated Primeval",Thundermane Dragon,0.2
"Rith, Liberated Primeval","Dragonhawk, Fate's Tempest",0.19
"Rith, Liberated Primeval",Sylvia Brightspear,0.19
"Rith, Liberated Primeval",Adult Gold Dragon,0.18
"Rith, Liberated Primeval",Minion of the Mighty,0.18
"Rith, Liberated Primeval","Palladia-Mors, the Ruiner",0.18
"Rith, Liberated Primeval",Broodcaller Scourge,0.18
"Rith, Liberated Primeval",Skyline Despot,0.17
"Rith, Liberated Primeval",Ancient Bronze Dragon,0.17
"Rith, Liberated Primeval",Steel Hellkite,0.16
"Rith, Liberated Primeval",Incinerator of the Guilty,0.16
"Rith, Liberated Primeval",Dragonlord Atarka,0.16
"Rith, Liberated Primeval",Hellkite Charger,0.15
"Rith, Liberated Primeval",Scourge of the Throne,0.14
"Rith, Liberated Primeval",Parapet Thrasher,0.14
"Rith, Liberated Primeval",Hellkite Tyrant,0.13
"Rith, Liberated Primeval",Velomachus Lorehold,0.13
"Rith, Liberated Primeval",Glorybringer,0.13
"Rith, Liberated Primeval",Protector of the Wastes,0.13
"Rith, Liberated Primeval",Ulvenwald Tracker,0.11
"Rith, Liberated Primeval",Dragon Broodmother,0.11
"Rith, Liberated Primeval",Stormscale Scion,0.11
"Rith, Liberated Primeval",Cavern-Hoard Dragon,0.11
"Nissa, Resurgent Animist",Traveling Chocobo,0.1
"Nissa, Resurgent Animist","Ashaya, Soul of the Wild",0.57
"Nissa, Resurgent Animist",Lotus Cobra,0.52
"Nissa, Resurgent Animist",Ancient Greenwarden,0.51
"Nissa, Resurgent Animist",Tireless Provisioner,0.42
"Nissa, Resurgent Animist",Oracle of Mul Daya,0.41
"Nissa, Resurgent Animist",Avenger of Zendikar,0.4
"Nissa, Resurgent Animist","Azusa, Lost but Seeking",0.4
"Nissa, Resurgent Animist","Titania, Nature's Force",0.39
"Nissa, Resurgent Animist",Scute Swarm,0.36
"Nissa, Resurgent Animist",Beast Whisperer,0.11
"Nissa, Resurgent Animist",Quirion Ranger,0.33
"Nissa, Resurgent Animist",Ramunap Excavator,0.34
"Nissa, Resurgent Animist",Eternal Witness,0.1
"Nissa, Resurgent Animist",Tireless Tracker,0.31
"Nissa, Resurgent Animist","Greensleeves, Maro-Sorcerer",0.34
"Nissa, Resurgent Animist","Titania, Protector of Argoth",0.33
"Nissa, Resurgent Animist",Rampaging Baloths,0.2
"Nissa, Resurgent Animist",Mossborn Hydra,0.24
"Nissa, Resurgent Animist",Reclamation Sage,0.1
"Nissa, Resurgent Animist",Springheart Nantuko,0.29
"Nissa, Resurgent Animist","Omnath, Locus of Mana",0.28
"Nissa, Resurgent Animist",Craterhoof Behemoth,0.1
"Nissa, Resurgent Animist",Springbloom Druid,0.21
"Nissa, Resurgent Animist",Wood Elves,0.17
"Nissa, Resurgent Animist","Lumra, Bellow of the Woods",0.22
"Nissa, Resurgent Animist",Sylvan Safekeeper,0.19
"Nissa, Resurgent Animist",Bane of Progress,0.18
"Nissa, Resurgent Animist","Loot, Exuberant Explorer",0.16
"Nissa, Resurgent Animist","Multani, Yavimaya's Avatar",0.2
"Nissa, Resurgent Animist",Priest of Titania,0.1
"Nissa, Resurgent Animist",Delighted Halfling,0.12
"Nissa, Resurgent Animist",Nyxbloom Ancient,0.13
"Nissa, Resurgent Animist",Elvish Archdruid,0.11
"Nissa, Resurgent Animist",Soul of the Harvest,0.1
"Nissa, Resurgent Animist",Regal Force,0.11
"Nissa, Resurgent Animist",Augur of Autumn,0.12
"Nissa, Resurgent Animist",Allosaurus Shepherd,0.1
"Nissa, Resurgent Animist",Cultivator Colossus,0.1
"Nissa, Resurgent Animist",Dryad of the Ilysian Grove,0.14
"Nissa, Resurgent Animist",Six,0.11
"Nissa, Resurgent Animist",Leaf-Crowned Visionary,0.1
"Nissa, Resurgent Animist",Farhaven Elf,0.1
"Nissa, Resurgent Animist",Elvish Reclaimer,0.1
"Jenny, Generated Anomaly",PuPu UFO,0.3
"Jenny, Generated Anomaly","Ashe, Princess of Dalmasca",0.13
"Jenny, Generated Anomaly",Walking Atlas,0.5
"Jenny, Generated Anomaly","Moraug, Fury of Akoum",0.48
"Jenny, Generated Anomaly",Sun Titan,0.45
"Jenny, Generated Anomaly",Emeria Angel,0.3
"Jenny, Generated Anomaly",Puresteel Paladin,0.13
"Jenny, Generated Anomaly","Kediss, Emberclaw Familiar",0.23
"Jenny, Generated Anomaly",Emeria Shepherd,0.29
"Jenny, Generated Anomaly",Scaretiller,0.29
"Jenny, Generated Anomaly",Tegan Jovanka,0.29
"Jenny, Generated Anomaly",Trove Warden,0.29
"Jenny, Generated Anomaly",Geode Rager,0.28
"Jenny, Generated Anomaly",Anger,0.23
"Jenny, Generated Anomaly",Knight of the White Orchid,0.14
"Jenny, Generated Anomaly",Spitfire Lagac,0.25
"Jenny, Generated Anomaly",Cavalier of Flame,0.24
"Jenny, Generated Anomaly",Serra Paragon,0.24
"Jenny, Generated Anomaly",Tunneling Geopede,0.22
"Jenny, Generated Anomaly",Nesting Dragon,0.21
"Jenny, Generated Anomaly",Redemption Choir,0.18
"Jenny, Generated Anomaly",Surly Badgersaur,0.16
"Jenny, Generated Anomaly",Deep Gnome Terramancer,0.13
"Jenny, Generated Anomaly",Loyal Warhound,0.12
"Jenny, Generated Anomaly",Weathered Wayfarer,0.11
"Jenny, Generated Anomaly",Iron Giant,0.14
"Jenny, Generated Anomaly",Gaelicat,0.14
"Jenny, Generated Anomaly",Summon: Brynhildr,0.14
"Jenny, Generated Anomaly",Summon: G.F. Ifrit,0.14
"Jenny, Generated Anomaly",Canyon Jerboa,0.11
"Jenny, Generated Anomaly",Weapons Vendor,0.11
"Jenny, Generated Anomaly",Admonition Angel,0.11
"Jenny, Generated Anomaly",Guardian Scalelord,0.1
"Jenny, Generated Anomaly",Zell Dincht,0.11
"Jenny, Generated Anomaly",Sand Scout,0.1
"Jenny, Generated Anomaly",Tiller Engine,0.1
"The Motherlode, Excavator",Blaster Hulk,0.89
"The Motherlode, Excavator",Lightning Runner,0.89
"The Motherlode, Excavator",Synth Eradicator,0.85
"The Motherlode, Excavator",Assaultron Dominator,0.83
"The Motherlode, Excavator",Aethertorch Renegade,0.78
"The Motherlode, Excavator",Amped Raptor,0.76
"The Motherlode, Excavator",Behemoth of Vault 0,0.76
"The Motherlode, Excavator",Electrostatic Pummeler,0.63
"The Motherlode, Excavator",Solemn Simulacrum,0.37
"The Motherlode, Excavator",Overclocked Electromancer,0.58
"The Motherlode, Excavator",Smelted Chargebug,0.55
"The Motherlode, Excavator",Aether Chaser,0.5
"The Motherlode, Excavator",Maulfist Doorbuster,0.48
"The Motherlode, Excavator",Thriving Grubs,0.48
"The Motherlode, Excavator","Orthion, Hero of Lavabrink",0.43
"The Motherlode, Excavator",Feldon of the Third Path,0.35
"The Motherlode, Excavator",Scrapper Champion,0.39
"The Motherlode, Excavator",Thriving Skyclaw,0.38
"The Motherlode, Excavator",Multiform Wonder,0.38
"The Motherlode, Excavator","Jaxis, the Troublemaker",0.34
"The Motherlode, Excavator",Iron Myr,0.22
"The Motherlode, Excavator",Foundry Inspector,0.29
"The Motherlode, Excavator",Territorial Aetherkite,0.29
"The Motherlode, Excavator",Spontaneous Artist,0.27
"The Motherlode, Excavator",Reservoir Walker,0.27
"The Motherlode, Excavator",Territorial Gorger,0.24
"The Motherlode, Excavator",Sunspine Lynx,0.13
"The Motherlode, Excavator",Krenko's Buzzcrusher,0.23
"The Motherlode, Excavator","Rose, Cutthroat Raider",0.21
"The Motherlode, Excavator",Burnished Hart,0.12
"The Motherlode, Excavator",Lathnu Hellion,0.2
"The Motherlode, Excavator","Delina, Wild Mage",0.17
"The Motherlode, Excavator",Mirage Phalanx,0.12
"The Motherlode, Excavator",Dwarven Miner,0.11
"Duggan, Private Detective",Body of Knowledge,0.71
"Duggan, Private Detective",Psychosis Crawler,0.49
"Duggan, Private Detective",Tireless Tracker,0.44
"Duggan, Private Detective",Detective of the Month,0.43
"Duggan, Private Detective",Nyssa of Traken,0.41
"Duggan, Private Detective",Erdwal Illuminator,0.41
"Duggan, Private Detective",Prime Speaker Zegana,0.35
"Duggan, Private Detective",Academy Manufactor,0.37
"Duggan, Private Detective",Consecrated Sphinx,0.22
"Duggan, Private Detective",Ethereal Investigator,0.38
"Duggan, Private Detective",Martha Jones,0.38
"Duggan, Private Detective","Lonis, Cryptozoologist",0.37
"Duggan, Private Detective",Overbeing of Myth,0.34
"Duggan, Private Detective",Twenty-Toed Toad,0.28
"Duggan, Private Detective","Piper Wright, Publick Reporter",0.32
"Duggan, Private Detective","Jaheira, Friend of the Forest",0.29
"Duggan, Private Detective","K-9, Mark I",0.32
"Duggan, Private Detective",Forensic Gadgeteer,0.31
"Duggan, Private Detective",Stuffy Doll,0.3
"Duggan, Private Detective",Triskaidekaphile,0.29
"Duggan, Private Detective","Jolrael, Mwonvuli Recluse",0.27
"Duggan, Private Detective",Sturmgeist,0.28
"Duggan, Private Detective",Chasm Skulker,0.22
"Duggan, Private Detective","Tishana, Voice of Thunder",0.21
"Duggan, Private Detective",Wavesifter,0.22
"Duggan, Private Detective","Adrix and Nev, Twincasters",0.16
"Duggan, Private Detective",The Third Doctor,0.22
"Duggan, Private Detective",Laboratory Maniac,0.16
"Duggan, Private Detective","Masumaro, First to Live",0.21
"Duggan, Private Detective",Faerie Mastermind,0.17
"Duggan, Private Detective",Tangletrove Kelp,0.16
"Duggan, Private Detective","Adric, Mathematical Genius",0.17
"Duggan, Private Detective",Maro,0.16
"Duggan, Private Detective",Briarbridge Patrol,0.15
